Texto,Tipo
sim o chopp por final e muito bom e de qualidade tem para todos os gostos,1
sou de sp e e segundo ano que venho minha filha tem anos consegui aproveitar muito a organizacao e boa limpeza de todo o ambiente e principalmente wc sao acima da expectativa,1
deveriam criar um app da festa para que no dia tenhamos acesso as atividades que ocorreram assim aproveitarimos ainda mais,1
numa passagem rapida por blumenau no feriado de de outubro passei com amigos na oktoberfest para conhecer a festa,1
ficamos durante o periodo da tarde mas foi suficiente para sentir o clima divertido da festa,1
saboreamos algumas comidas tipicas alemas e alguns tipos de chopes,1
achei os precos justos,1
passamos pelos diversos galpoes cada um com um estilo de musica diferente alguns com musica pop outros com musicas folcloricas mas todos super animados,1
curti muito a festa ficaria mais tempo se pudesse,1
vale a pena conhecer,1
foi incrivel vivenciar uma das mais conhecidas festas do brasil e ter excelentes experiencias gastronomicas e de degustacao de chopps premiados,1
destaque para a cerveja catharina da blumenau,1
limpeza e educacao sao destaques,1
possui varios pavilhoes lojas parque de diversoes comida tipica muita cerveja danca alegria,1
todos deveriam conhecer,1
fomos ao pavilhao no parque na hora do alomoco a entrada foi gratuita,1
as lojas de souveniers estavam abertas e foi muito sossegado nao apreciariamos a muvuca da noite a dentro,1
almocamos em bom restaurante um prato tipico alemao,1
nao identificamos um estacionamento oficial e os particulares a maioria estavan fechados,0
valeu por conhecer o local e o alomoco um detalhe o chopp nao estava bem gelado,0
mas ir de tarde foi uma excelente opcao,1
festa animada,1
muitas lojinhas de souvenir em uma linda vila alema comidas tipicas alemas varios tipos de cerveja e muita gente vestida com os trajes tipicos da baviera,1
os shows de musica tipica nos pavilhoes sao diversao garantida,1
adoro essa festa ela e excelente,1
gosto de ir no horario do meio dia pois tem um restaurante delicioso que voce se serve a vontade e o marreco e maravilhoso,1
estava movimentando mas nao tanto pois durante o dia nao tem o mesmo movimento que a noite,1
a decoracao e linda assim como desfile o desse ano estava com novas atracoes adorei,1
festa alema tradicional imperdivel em blumenau,1
muita diversao com shows comida alema e muita cerveja,1
vale a pena ir no desfile pra se contagiar com a alegria do povo blumenauense,1
carros super decorados e alguns bem divertidos,1
muita musica e diversao vale a pena,1
pavilhoes super organizados e equipe de limpeza nota mantendo os ambientes sempre limpos,1
chopp geladissimo,1
festa otima para curtir em familia ou grupo de amigos,1
lounge feminino na area externa sem fila nos banheiros,1
muito bom boa musica comida boa gente alegre,1
diversao garantida pois tem diversas atracoes local bem amplo e com bastante seguranca,1
as sextas e sabados sao os dias de maior lotacao mas mesmo assim o local permanece limpo e bem organizado ha varios locais para compra de chop o que gera menos filas como a regiao tem varias choperias ha chop para todos os gostos ha muitos restaurantes com comida tipica alema todos sao excelentes mas o preco e mais elevado ha opcoes de lanche tambem a batata recheada servida na vila e muito boa,1
para quem quer beber comer dancar e fazer novas amizades a oktober esta super recomendada,1
para quem quer frequentar com a familia recomendo ir aos domingos ou durante o dia e mais tranquilo sem contar que aos domingos tercas quartas e quintas a entrada nao passa de r,1
todos os dias criancas de ate anos nao pagam quem vai de traje tipico que e lindo dependendo do dia ou paga apenas meia entrada ou entra gratuitamente,1
frequento todos os anos ambiente e super alegre as pessoas sao simpaticas e educadas a comida e top musicas nao da pra entender nada rsrs mas me divirto muito,1
super recomendo ein prosit,1
tradicional festa que vale a visita ao menos uma vez na vida,1
otimas cervejas comida muito boa e pessoal animado,1
talvez devam controlar melhor a quantidade de pessoas no sabado de noite dia mais lotado e concorrido,0
no mais vale muito a pena,1
voltarei com certeza,1
diversao garantida festa excelente fui e sabado todos os dias valeram a pena ,1
sabado estava muito lotado fila pra tudo ,0
mas valeu a pena chopp einsenbah gelado de por reais voltarei com certeza,1
a melhor festa tipica que ja participei,1
animada organizada otimas bandas,1
a limpeza e um ponto em destaque e muitas pessoas trabalhando pela seguranca e conforto dos turistas,1
os chopps sao excelentes alem da diversidade,1
e uma festa para todos os publicos,1
super recomendada,1
e um passeio muito legal tem varias atracoes com marchinhas cervejas de diversas variedades eu adorei conhecer,1
a maior festa alema do brasil,1
muita diversao comidas tipicas musica cultura gente bonita e animada e muito chope,1
o local da festa e uma reproducao de uma vila alema bem estruturado limpo e com bom atendimento,1
frequentado durante a tarde por familias com criancas jovens e adultos e a noite por jovens e,1
aquela festa que so toca musica que voce nao conhece mas que e contagiante e te faz entrar na onda,1
otimo para se divertir com os amigos dancar beber e comer,1
excelente as pessoas sao receptivas,1
voce faz varias amizades pois todos estao la com o mesmo proposito diversao eu indico,1
festa muito animada e divertida com musicas alemas alternadas com musicas pop brasileiras e internacionais e chopps das melhores marcas do mercado,1
vale a pena entrar no clima e ir a carater ja que e a oportunidade que temos de vivenciar uma festa tipica estrangeira em nosso pais,1
me senti em outro mundo com tantas fridas e muitos peters pans,1
muita gente bonita e alegre,1
ha comidas tipicas tambem para quem quiser experimentar,1
trajes tipicos masculino e feminino sao encontrados por precos mais acessiveis de r a r no centro de blumenau,1
na vila germanica o valor minimo encontrado e de r,1
os estacionamentos proximos estao na media de r,1
para o publico gls o pavilhao e o mais indicado,1
sabado e o dia que mais lota sendo importante adquirir o ingresso antecipado,1
para fazer compras nas lojas da vila o ideal e ir durante o dia,1
festa muito boa,1
muita alegria muita descontracao e muita cerveja,1
gente alegre e descontraida,1
o clima da festa se espalha pela cidade inteira,1
as festas no pavilhao germanico sao de muita alegria e a parada pelas ruas da cidade e um espetaculo a parte,1
imperdivel,1
nunca me decepciono quando vou a oktober,1
a festa e super organizada e animada,1
o desfile na avenida e uma atracao a parte,1
tudo muito bom,1
festa super animada muita gente bonita o chop e otimo,1
este ano achei que os banheiros estavam muito fedorentos e em comparacao com o ano anterior mais lotado ocasionando maior espera em qualquer fila,0
mas nao estragou o animo,1
resolvemos visitar mas temos um bebe de anos fomos na terca para almocar,1
foi perfeito,1
estava vazio e conseguimos aproveitar,1
tem trocador para os pequenos muito limpo,1
adoramos as comidas e o lugar,1
a cidade por si so e linda,1
os desfiles com carros sao um show a parte,1
os caras tomam cerveja em balde,1
muitas barracas vendendo lembrancas,1
bom pra familia,1
estivemos na oktoberfest nos dias e de outubro quinta e sexta foi otimo no sabado resolvemos comprar ingressos p camarote schin r homem e r mulher estavamos em homens e mulheres camarote estava intransitavel super lotado fila p pegar chop o bufe de comida alema so tinha amendoim salchichas e batata kkkkk,0
entao sabado esqueca oktoberfest e camarote la e so p jogar dinheiro fora,0
dificil descrever a grandiosidade do evento,1
sao varios pavilhoes muito grandes cada um com seu palco e bares com muita facilidade para beber e comer exceto no horario de pico aos sabados,1
sugiro comprar as fichas antes que dai nao ha dificuldade nenhuma para se pegar bebida,1
o ambiente e extremamente variado contendo de criancas a idosos,1
todos em clima festivo,1
nao presenciei qualquer confusao durante os dias de festa que fomos,1
muito legal recomendo,1
a oktoberfest de blumenau e uma das maiores festas germanicas do mundo essa festa teve origem na alemanha e o pessoal de blumenau resolveu fazer uma semelhante e deu muito certo tanto que ela atrai visitantes do brasil e do mundo,1
voce nao pode deixar de conferir os desfiles que acontecem na rua de novembro no centro da cidade e claro as atracoes que ocorrem todos os dias na vila germanica gastronomia deliciosa folclore germanico bandas vindas especialmente da alemanha e tambem bandas locais,1
nao deixe de participar do concurso de tomadores de chopp em metro,1
no mais ein prosit,1
oktoberfest blumenau tao boa quanto a original de munique,1
ja estive nas duas tanto em blumenau quanto em munique e a de blumenau nao deixa nada a desejar muito organizada limpa pessoas educadas otima comida e cerveja musicas tipicas e uma atmosfera que te transporta para a alemanha,1
se vc tem filhos e gostaria de conhecer a festa va nos dias de tranquilo nao deixara todas as suas economias la,1
existem restaurantes e pequenos quiosques com varios tipos de comida e nao so comida deixe de provar o chopp de trigo do patrocinador da festa combinado com uma salsicha hummmm delicia nao deixe de provar o pretzel dos deuses,1
va pule brinque compre um traje tipico um chapeu,1
a festa e cara cerca de reais por pessoa com traje cai para mas se vc e do tipo familia entre ao almoce e nao pegue nada para entrar dias de semana o custo costuma ser mais baixo o chopp custa menos que um acerveja na praia a comida e farta e de boa qualidade,1
 evite fds a noite e muito cheio,0
uma festa muito tradicional diferente de todas as outras que ja participei,1
as pessoas realmente se envolvem e amam a festa,1
o clima e bem familiar com muita diversao e cerveja,1
uma batata recheada de linguica blumenau maravilhosa,1
cerveja dunkel com notas de cafe e incrivel,1
imperdivel,1
uma festa imperdivel muitos shows otimos comida e bebidas boas pelo menos uma vez na vida tem vir fazer parte dessa festa,1
nao era carnaval mas as ruas estavam cheias e tinha desfile,1
no brasil a maior festa pode ser com samba mas a cerveja tem um muitos dias so para ela tambem,1
estive neste ano de a trabalho em blumenau e tive a oportunidade de ir a festa da oktoberfest,1
nunca vi uma festa tao bem organizada para tanta gente com com tao boa energia entre diferentes idades e estilos,1
a cidade linda,1
uma pena ser dificil conseguir hotel nesta epoca precisa ter muita antecedencia,0
outra coisa que complica e o aeroporto de navegantes,0
a festa e ideal ir e voltar de taxi ou veiculo com motorista,1
quem sabe ficar em camburiu com a turma,1
quanto mais cedo se chega na festa mas voce curte a decoracao e a calma,1
conforme vai anoitecendo os animos tambem crescem com o alto consumo de cervejas,1
este ano tinham varias artesanais cada ano que passa pelo visto a festa esta melhor e este ano foi muito elogiada pelos cidadaos,1
otima festa muito organizada e segura,1
o desfile na rua vale muito a pena assistir mostra a cultura alema e muito da historia dos imigrantes,1
alem de muito animado tem muita gente bonita,1
festa linda muito organizada banheiros limpissimos varias lojinhas e diferentes tipos de comidas deliciosa,1
as cervejas e o atendimento maravilhoso,1
muitas pessoas a carater da um charme especial na festa,1
festa tradicional que consegue trazer alegria para todas as geracoes,1
festa muito bem organizada com preco justo facil localizacao e um ambiente familiar,1
da para aproveitar com toda a familia,1
facilidade de acesso para cadeirantes ou pessoas com dificuldade de locomocao,1
pontos de alimentacao com diversas opcoes,1
va preparado com sapatos confortaveis roupa leve e disposicao para aproveitar a alegria dessa festa,1
uma dica tambem e comprar ingressos antecipados pela internet pois pode correr o risco de nao ter mais nas bilheterias nos dias mais concorridos sexta e sabado,1
a festa e simplesmente fantastica,1
vou todos os anos desde que eu tinha anos de idade nao perco uma festa,1
pra quem gosta de cultura tradicao musica danca e chopp a oktoberfest e o destino correto,1
frequento com meu esposo e tambem com meus filhos que por sinal tambem adoram a festa,1
fomos no dia que bateu record de visitantes e sem duvida que foi um aprendizado a festa e muito divertida ,1
mas as filas foram terriveis gastei do meu tempo la dentro em filas filas para pegar fichas filas para ir no banheiro filas para mais,0
ja frequento a oktoberfest de blumenau ha varios anos e de alguns anos para ca a festa tem melhorado a cada ano,1
espacos bem organizados limpos com seguranca,1
muitos banheiros,1
as opcoes de alimentacao agora sao direcionadas para comida tipica alema opcoes de chopp artesanal mais,1
muita gente muitos tipos de cervejas e muita coisa da culinaria alema,1
tudo muito gostoso,1
vai gente do brasil todo musicas alemas divertidissimas,1
vale a pena curtir essa festa,1
fomos somente um dia e nos surpreendemos muito organizada,1
sem filas pra entrar taxi facil pra voltar e fila organizada,1
a praca de alimentacao e pequena mas tem muita variedade e as comidas pareciam boas,1
comemos no restaurante de comida tipica germanica no andar de mais,1
vamos na festa ja a ano que passa a festa pracas de alimentacao trabalho de limpeza organizacao esta de gostamos sempre de ir na parte da manha para almocar e pegar mesmo fila no evento alem de reduzir o valor de ingresso minha mais,1
e uma festa linda,1
fui primeiro ao desfile que e sensacional,1
depois para a vila germanica onde tem comidas tipicas alemas musica dancas e outros,1
quando fui era possivel ter acesso ao parque da vila recomendo,1
a oktoberfest ocorre todo ano na cidade de blumenau,1
sempre milhares de pessoas se deslocam atea cidade para participar desta festa,1
e muito legal a vila germanica onde ocorre o evento,1
pode trazer sua familia pois a festa e para todas as idades,1
a festa e extremamente bem organizada com uma estrutura incrivel recomendo,1
durante a semana fica bem tranquilo cheio de familias inclusive com criancas,1
nos finais de semana enche bastante e o perfil das pessoas muda muitos jovens de toda parte do brasil,1
adorei a experiencia,1
como fui para um passeio no parque com as criancas decidi agradar a crianca maior da familia meu marido e ele adorou,1
mesmo durante o dia a festa e maravilhosa muito animada com musica alema comida tipica lojinhas maravilhosa e melhor de dia a entrada mais,1
a melhor festa tipica que se tem pra ir,1
otimo ambiente durante o dia ,1
porem fica extremamente lotado aos sabados a noite,0
excelente gastronomia e cervejas de qualidade,1
melhor festa estilo germanica do brasil clima agradavel e muita gente bonita,1
chope muito bom boas bandas atracoes fantasticas,1
sempre que tenho tempo livre vou ja e meu quarto ano,1
foi muito divertido musicas tipicas culinaria tipica lembrancas da oktoberfest variadas e muito lindas,1
lojas com as cervejas artesanais do brasil e as de santa catarina,1
chopp de variedades diferentes mais fortes mais fracos enfim saborear e preciso,1
a tarde e mais familiar e para isentar pagamento de entrada entrar ate horas apos pagara ingresso de a reais,1
desfile na avenida central muito divertido e original com muita animacao,1
a oktober e uma festa com energia maravilhosa a cultura alema preservada alegria das pessoas curtindo a gastronomia e bebidas regionais,1
tudo muito limpo e organizado mesmo com uma circulacao intensa de pessoas,1
ambiente familiar num domingo a tarde foi uma otima experiencia,1
que energia boa,1
que lugar animado,1
sabendo a hora de visitar o local tem diversao pra todo mundo familia crianca casal idosos e tambem pros solteiros jovens que querem o dia e bem mais tranquilo mas a animacao nao deixa a desejar,1
bem pelo menos nao no feriado fui em casal e tinhamos receio de encontrar muito bebado sem nocao mas era cada um na sua se divertindo muito com a propria turma bem organizado limpo super aprovado,1
nao ficamos ate muito tarde pra saber como seria mas o que vi recomendo pra todo mundo tem muita opcao de comida bebida claaaro e presentinhos la dentro do evento,1
tem ate um parque de diversao mas nao fui,1
o dia estava chuvoso e fomos no horario do almoco,1
otimo para conhecer a vila com criancas pois estava bem vazio,1
recomendo os pratos tipicos alemaes muito bem preparados,1
vou pra oktoberfest todos os anos e continuo a me surpreender com a organizacao do local,1
otimo lugar para comer e obviamente para beber os chopps artesanais de santa catarina,1
festa alema animadissima com roupas tipicas otimos lanches doces bebidas e lojinhas de lembrancas,1
encantadora e entusiasmante,1
a vila germanica e muito charmosa,1
eu conheci a oktoberfest em blumenau sc esse ano e pude perceber que nos domingos e uma festa mais familia bem diferente de todo agito e festa que ja tinha ouvido falar,1
nao que isso seja ruim porque aproveitei da mesma forma os chopes sao otimos a comida e a musica tambem,1
vale mesmo como dica,1
sempre amei a oktober desde quando comecei a frequentar a festa e participar dos desfiles com uns anos,1
outubro sempre foi a melhor epoca teve anos que eu ia vezes e so nao ia todos os dias porque nao com o passar dos anos achei que perdeu um pouco a identidade virou um evento mais comercial do que para manter viva a tradicao,0
acredito que muitos nativos tenham sentido essa diferenca,0
ainda gosto da festa mas meu encanto foi quebrado mas para os turistas acho sensacional tanto que incentivo todos os meus amigos de fora a vir,1
esse ano acertaram em cheio trazendo a banda voxxclub espero que tragam sempre,1
mesmo com meu encanto quebrado ainda indico festa animada gente feliz musica boa danca chopp gelado boa gastronomia,1
muito legal a experiencia de visitar a vila germanica e compartilhar os costumes e tipos variados de comes e bebes,1
o chopp de vinho e a batata recheada com linguica blumenau sao maravilhosos,1
vale a pena o passeio,1
quando outubro chega blumenau e uma festa,1
esse ano tudo bem organizado limpo varias opcoes gastronomicas e de cervejas artesanais,1
comida tipica alema maravilhosa,1
visitamos a festa hoje durante o dia,1
ate as a entrada e gratuita,1
para enfrentar filas em todos os aspectos desde o estacionamento ate os sanitarios,0
pagamos reais para estacionar o veiculo proximo da festa,1
no local ha diversas opcoes de bares e restaurantes,1
todos superlotados,0
o alemao batata e o bier vila sao boa pedida,1
cerveja artesanal nao faltaram opcoes,1
eisenbahn baden baden kirin wunder bier entre outras,1
recomendo provar a capivara little e double ipa da cervejaria blumenau,1
as bandas sao otimas,1
almoco acessivel e com boa variedade chopp sempre gelado banheiros com limpeza aceitavel,1
ja e a oitava vez que venho,1
muito legal,1
festa maravilhosa,1
muitas opcoes de cerveja e comida,1
preco justo,1
so toca musica tipica alema,1
pra quem nao gosta de tumulto e melhor ir em dias de semana,0
festa linda,1
super organizada impecavel de limpa,1
muuuuita gente bonita e feliz,1
ambiente super agradavel e a diversao e super garantida,1
tem show quase toda hora em todos os pavilhoes da festa,1
gastronomia otima com opcoes para todos os gostos,1
e muuuuuuito chopp,1
festa top vale a pena conhecer,1
festa excelente recomendo sem medo de errar,1
bebidas e alimentos com preco justo,1
organizacao e limpeza fora do comum para um evento deste tamanho,1
parabens aos organizadores,1
a oktoberfest blumenau e um show,1
a festa e para todos os gostos tem muita familia com criancas pequenas e muitos idosos super animados,1
muito divertida e super organizada,1
otimas comidas chopp de excelente qualidade,1
amei e quero voltar no proximo ano,1
fui no oktoberfest em e adorei,1
lugar grande bem arejado,1
sao quatro pavilhoes com palco e cadeiras,1
a organizacao e limpeza da da festa e muito boa,1
a comida e otima e quentinha,1
chopp sempre gelado,1
indico quem quer conhecer melhor o lugar vai mais cedo antes das pois depois desse horario comeca a encher recomendo,1
vale a pena conferir esta otima festa super organizada com muita bebida e comida tipica alema,1
o povo de blumenau recebe todos de bracos abertos,1
chegar antes das nao paga ingresso e pode almocar tranquilamente,1
o local e grande bastante area coberta,1
se vai com familia o ideal e ir durante o dia e ficar ate umas,1
depois desse horario so vai enchendo e as ruas proximas tambem ficam intransitaveis imagina la dentro,0
filas gigantes pra tudo,0
preco justo considerando que e uma festa nao e exorbitante,1
som mecanico duas mulheres nao consegui descobrir o nome estava melhor que as bandas tradicionais,1
no geral tudo muito organizado e limpo,1
uma festa sem duvida para manter a tradicao dos colonizadores especialmente alemaes,1
ha apresentacao de dancas folcloricas e bandas de musica no mesmo estilo,1
para quem nao bebe cerveja aproveite a culinaria alema tem bastante variedade,1
compre um souvenir aprecie os adultos e criancas da cidade vestidos com trajes tipicos,1
um passeio que vale a pena e imperdivel para quem ama cerveja,1
pessoal de todas as idades estado civil ou companhia independente dos interesses saira da oktoberfest bastante satisfeito,1
tem opcoes para a familia para casais para os solteiros etc,1
basta escolher o melhor dia e horario para visitar a vila germanica,1
a oktoberfest tem mais propaganda do que e divertida de fato,0
o local e otimo boas opcoes de comida com valores baixos bebidas num valor justo algumas lojinhas com presentinhos e comida e um parque de diversoes,1
nao va achando que vai passar o dia inteiro ate fechar a vila nem va pensando que vai curtir muito as musicas porque nao ira,0
as musicas sao bem antigas quando nao sao as tradicionais em alemao e bem chato na realidade depois da primeira hora perde a graca,0
comi muito e bebi muito mas so isso mesmo,0
nao me diverti como imaginei que seria,0
va mas nao pense que sera nivel oktober da alemanha de curticao musica e gente louca,1
comprei um pacote para blumenau com percurso ao longo do rio a cidade com suas casas de arquitetura tipica alema do tempo dos imigrantes,1
a vila germanica que celebra o mes de outubro com o oktoberfest e realmente um encanto o ano todo,1
lojas e restaurantes com muita comida boa chocolates cervejas e musica,1
existe nas proximidades outra linda cidade chamada pomerode conhecida como a mais alema do brasil,1
a rota do enxaimel tem km de extensao e abriga mais de edificacoes tipicamente alemas sendo considerado o maior acervo de construcoes enxaimel existente fora da alemanha,1
nas proximidades pode se visitar a fabrica de porcelanas schimidt,1
sem duvidas e uma das melhores oktoberfest do brasil lugar lindo e muito animado,1
a cidade tambem e encantadora vale a pena,1
cidade sensacional,1
vale a pena nao apenas pela festa oktober mas por toda a estrutura da cidade e dos,1
a melhor experiencia local muito animado muita variedade de canecas lembrancinhas cerveja maravilhoso,1
recomendo vistar durante a semana para aproveitar a comida tipica e a cerveja com tranquilidade,1
com acesso facil pela rodoviaria ou taxi,1
festa tipica na regiao e muito divertida,1
muita gente vai trajado mas nao e necessario,1
o unico problema sao as filas que costumam ser grandes devido a enorme quantidade de visitantes,0
vale a pena conhecer,1
lugar agradavel mesmo em dias que nao ocorre a festa serve comidas otimas por precos super razoaveis,1
bem para os amantes cervejeiros como eu posso dizer que participei da disneylandia etilica,1
oktoberfest se resume em quatro grandes pavilhoes com atracoes comidas alemaes chopps artesanais musicas e dancas tipicas,1
para quem nuca foi fica a dica,1
entre no site da oktoberfest e compre os ingressos antecipados pois la na hora eles acabam se esgotando pois a procura e muito grande,1
as ruas ficam lotadas e os pavilhoes idem,0
na epoca que fui o ingresso custava r por pessoa,1
existe uma forma de entrar gratuitamente no parque de eventos que e chegando antes das bem mais isso ai e quando se quer almocar em familia agora o ruim e aguentar ate a noite em meio a tanta quantidade tipos e qualidade de patrocinador na edicao do ano passado foi a schincariol pois e,1
tambem fiz careta quando soube,1
mais acreditem que o chopp fabricado para o evento era diferente e bem diferente da cerveja engarrafada o copo de ml custava r outras fabricantes como a baden baden paullaner heisenbah e etc vendiam chopps artesanais tipo pilsen ipa red ale black ale weiss blonde ale e outros considerados especiais com valor variante entre r e,1
comidas tipicas como marrecos joelhos de porco chucrutes linguicas alemas hamburguer de pato marreco e demais iguarias podem ser degustados nos muitos restaurantes quiosques e lanchonetes que fazem parte do evento,1
blusas canecos tirantes chapeus roupas de fridda e fritz tambem podem ser adquiridos,1
precos variaveis,1
para quem ainda nao conhece vale muito a pena,1
ambiente familiar sem brigas ou confusoes,1
me senti em frankfurt hein prosit,1
a festa e muito alegre e sempre cheia de gente louca as bandinhas tipicas alemas garantem a diversao o dia todo e a noite toda nos finais de semana,1
se voce gosta de festa e chopp gelado nao deixe de comparecer,1
unico problema sao filas gigantescas pros banheiros femininos,0
e uma festa encantadora onde voce encontra pessoas de todo o brasil e varios outros lugares do mundo,1
e um festa muito linda e alegre,1
a culinaria e incrivel e o shop nem se fala,1
varios pratos tipicos alemaes com otimos precos,1
e ainda tem os desfiles que sao tao alegres que contagiam a gente com uma energia incrivel,1
vale a pena ir e participar dessa festa incrivel,1
e chagando antes das a entrada e livre,1
gosto das principais festas do pais,1
valeu por conhecer,1
recomendo tentar nao beber tanto para aproveitar a decoracao,1
um mergulho na europa no sul do brasil,1
a oktober e a maior festa tipica alema do brasil,1
com gente alegre desfiles de carros alegoricos no centro de blumenau e tbem muito chope e comida tipica nos pavilhoes da festa,1
quem vem a primeira vez quer voltar quem nunca veio se gosta de festa de agito e de gente bonita que venha a blumenau,1
experiencia unica e muito divertida adorei conhecer otimas bebidas e muita gente bonita incrivel a cultura alema,1
vou quase todo ano a diversao e garantida para todas as idades,1
mas o ponto alto e a bebida e a comida,1
com certeza a maior e melhor festa da regiao,1
sao mais de mil pessoas que frequentam os pavilhoes onde ocorre shows e atracoes durante dias no mes se outubro de todos os anos,1
pra quem gosta de cerveja e uma excelente oportunidade de conhecer as cervejarias artesanais de blumenau sabores especiais alem muita animacao artesanato e tradicao alema,1
sao dias de festa em toda a cidade,1
tem desfiles das bandas em trajes tipicos,1
muito choop muito divertimento e o povo acolhedor,1
festa alegre e maravilhosa encontro de todos os povos brasileiros para assistir as tradicoes de danca comidas e chopes alemas apresentadas por povo catarinense adorei,1
a festa traz um pouco da gastronomia alema algumas bandas da alemanha sao contratadas e muito chopp,1
se voce esta com criancas va durante o dia ou durante a semana a noite pois sao dias mais tranquilos,1
sempre tem um pavilhao com chopp artesanal que vale a pena visitar,1
mas se voce quer beber muito e arrumar um peguete va sexta e sabado a noite,1
dica reserve hotel com meses de antecedencia para conseguir vaga pois meses antes da festa ja tem over book,0
festa de tradicoes alema de origem germanica para todos os povos com excelente atendimento e de servicos em varias cervejas a escolher e comoda tipica alema excelente e excelentes bandas musicais alemas e blumenauenses,1
a oktoberfest e uma festa que remete a cultura germanica na sua musica culinaria e trajes,1
e uma releitura da festa alema muitas coisas foram adaptados as realidades locais como os trajes,1
e muito animada tem muito chope e danca,1
a festa mais incrivel que participei bons chopp gente bonita qualidade quando voce da conta ja ta dancando as musicas alemas adorei,1
pra quem e apaixonado por festivais e chopp nao tem melhor opcao,1
quase mes de festas cultura alema muito presente em todas as atracoes cidade belissima e muito movimentada nesse mes de outubro pois recebem turistas do pais inteiro,1
povo acolhedor festa sem brigas gente sem camisa e mal educada,1
da policia aos organizadores todos te recebem como um parente,1
uma aula de como e possivel fazer uma festa que abrigue milhares de pessoas sem confusao e muita animacao,1
rio de janeiro deveria aprender com blumenau,1
uma festa maravilhosa,1
achei bastante organizada,1
bastante opcao de transporte,1
cervejas deliciosas,1
um horario bom de ir e a tarde para visitar as lojinhas pois a noite fica bastante cheio,1
e uma festa bem organizada gente bonita comida gostosa e o preco da cerveja compativel ,1
porem para comprar lembrancinhas um absurdo tudo muito caro e necessario comprar na rua ou em outros locais proximos,0
fuja dos dias as sextas feiras e proximo ao feriado pois e muito cheio para ir com familias,0
uma festa com muito alegria e muito organizada,1
eu como blumenauense sou suspeito em falar mas depois da reforma da vila germanica onde acontece a festa ficou pronta a oktoberfest de blumenau deu um salto em qualidade,1
nao chega a ser a festa de munique mas e uma replica,1
realmente diferenciada,1
so falta mais,0
fui dias na ultima edicao do oktoberfest em blumenau evento simplesmente sensacional uma das melhores festas que ja fui,1
muito organizada estrutura gigantescas varias bandas cantando musicas de origem alema comida tipica e diversos quiosques de marcas diferentes de chopp,1
e um evento imperdivel,1
festa boa para todas as idades,1
varios pavilhoes tocando musica para dancar principalmente alema tipica,1
as comidas tipicas completam a atracao,1
muita gente alegre e bonita,1
diversos tipos de chopp de otima qualidade bebidas no geral comidas e lojinhas,1
os precos variam de ano pra ano o ingresso acho muito caro mais se for de traje ou estudante paga,0
o chopp acho um preco normal as comidas depende do mais,1
fomos em e o nivel da organizacao os surpreendeu,1
o local do evento e enorme e eles tem um preparo que mantem baheiros mesas coletivas e o proprio chao limpos,1
estranho avaliar isso mas aqui no rio de janeiro quando falamos de grandes eventos mais,1
a maior festa alema do brasil tambem e uma grande fonte de cervejas artesanais de otima qualidade e producao regional,1
a festa e otima com muita musica comida e pessoas,1
festa com muita comida e bebidas tipicas alemas mas tambem com outras opcoes para quem nao gosta da culinaria alema como pizza e,1
a festa ainda conta com apresentacoes de danca e banda tipicas alemaes,1
e possivel comprar varias lembrancinhas da festa inclusive as mais,1
uma otima festa,1
familiar com muita alegria e otimas comidas,1
o publico agora esta selecionado devido ao preco da entrada mas vale apena conhecer,0
sm duvida nenhuma a melhor festa do brasil alem da festa em si o clima as pessoas tudo e magico nesse lugar todo ano que tenho oportunidade eu volto ja fui vezes e quero voltar sempre,1
a festa e muito bem organizada,1
recomendo os dias de festa em que comecam com o desfile no centro da cidade,1
o desfile dura em media horas regado a muita cerveja,1
no centro da cidade ficam localizadas as lojas de souvenir onde vendem as mais,1
apos as enchentes de blumenau e vale do itajai e para voltar a criar animo a nossa populacao em criar algo de festivo para as familias de blumenau e regiao,1
surgiu em a oktoberfest hoje a segunda maior festa de chopp do mundo mais,1
eu ja amei nao ficava sem ir hoje em dia detesto a cidade fica cheia de mais muita gente porca sem cordialidade nem respeito,0
o transito ja caotico fica pior ainda,0
a rua xv durante a semana em que as pessoas precisam trabalhar fica intransitavel,0
uma festa impressionante,1
super organizada facil acesso boa comida e grandes cervejarias,1
chopp artesanal de otima qualidade e gelado,1
hehehe recomendo irem com certeza,1
que venha ein prosit,1
fomos em familia,1
compramos os ingressos pela internet aceitam carteira estudantil,1
a festa e espetacular com comidas tipicas a um preco justo dezenas de atracoes e gente bonita,1
com certeza voltaremos,1
a oktoberfest e uma festa muito legal para quem gosta de chopp e tradicoes alemas,1
boa comida muitos chopps artesanais e bandas de musicas alemas animam a festa durante os dias de folia,1
o valor para curtir a festa nao e nenhum absurdo a mais,1
uma festa alema situada na vila germanica onde se encontra muitas variedades de chopp e musica boa quem tiver a oportunidade de participar eu recomendo,1
pra quem gosta de cerveja e comida alema e muito bom,1
as comidas tipicas sao uma delicia,1
sempre vou de excursao e passo o dia,1
acho muito legal para ir com os amigos ou com a familia,1
pra quem e apreciador de cerveja e tem simpatia pelas tradicoes alema e nao tem problema em ficar em local com grande numero de pessoas esta no lugar certo,1
dica a cervejaria local eisenbanh e muito boa,1
ja fui ha mais de oktoberfest e cada ano e melhor que o outro,1
muita animacao e muita alegria e o que pra mim melhor resume a festa,1
